UIC RailLexic - Export;;;;;;;;;;;;;FIENDEFR;-4
Initial search request: in Finnish NBI in, date:17.05.2013 (NO, DA, HU 9.2.2016);;;;;;;;;;;;;;-3
Languages and Fields: ;;;;;;;;;;;;;;-2
;;;;;;;;;;;;;;
RailLexicID;FI: term;FI: usageNote;EN: term;EN: usageNote;DE: term;DE: usageNote;SV: term;SV: usageNote;NO: term;NO: usageNote;DA: term;DA: usageNote;REMO;0
ID000131;;;take a set of facing points;;die Weiche spitz befahren;;;;;;køre mod tungespidsen;;;62
ID000132;;;negotiate a set of facing switches;;;;;;;;befare et sporskifte modgående;;;63
ID000133;;;to negotiate a set of facing points;;;;;;;;;;;64
;;;;;;;;;;;;;;65
ID066410;aja-asento;opastimen;open position;of a signal / 50(821) IEC;Fahrtstellung;eines Signals / 50(821) IEC;körställning;Signal i...;åpen stilling;;kør-stilling;;;66
;;;;;;;;;;;;;;67
ID082120;aja-asento: opastin aja-asennossa;;line-clear signal;;Signal in Fahrtstellung;;signal i kör;;kjørsignal;;kør-tilladelse;Signal;;68
ID082121;;;clear signal;50(821) IEC;Signal uneingeschränkt auf Fahrt;50(821) IEC;;;;;;;;69
ID082122;;;signal off;50(821) IEC;;;;;;;;;;70
;;;;;;;;;;;;;;71
ID143090;aja-opaste;;proceed aspect;;auf Fahrt zeigendes Signal;;;;;;;;;72
;;;;;;;;;;;;;;73
ID029640;ajoaika;;journey time;;Fahrzeit;;gångtid;;reisetid;;køretid;;;74
ID029641;;;running time;;Laufzeit;;körtid (FI);Finlandsvenska;;;rejsetid;;;75
ID029642;;;travelling time;;;;;;;;;;;76
ID029643;;;driving time;;;;;;;;;;;77
;;;;;;;;;;;;;;78
ID013140;ajojohdin;;catenary-type overhead contact line;;Kettenwerksfahrleitung;;kontaktledning;;kontaktledningspart;;køreledning;;;79
ID013141;;;;;Kettenfahrleitung;;;;;;;;;80
ID013142;;;;;Längskettenwerk;;;;;;;;;81
;;;;;;;;;;;;;;82
ID013240;ajojohdin: kiristyslaitteella varustettu ajojohdin;;tension-regulated catenary;;Fahrleitung mit Nachspannung;;kontaktledning med spännverk;;automatisk bevegelig avspent kontaktledningspart;;køreledning med efterspænding;;;83
ID013241;;;automatically tensioned equipment;i.e. weight-tensioned, unless some other means is used;nachgespannte Fahrleitung;;;;loddavspent kontaktledning;;efterspændt køreledningsanlæg;;;84
ID013242;;;;;;;;;kontaktledningsanlegg med mekanisk regulering av;;;;;85
;;;;;;;;;;;;;;86
ID103120;ajojohdin: tuulisiteillä varustettu ajojohdin;;catenary equipment with wind resisting tie;;windfeste Fahrleitung;;vindsäker kontaktledning;;kontaktledning med vindsikring;;køreledningsanlæg med kurvetræk;;;87
;;;;;;;;;;;;;;88
ID013310;ajojohdin: Y-köydellä varustettu ajojohdin;;stitched catenary equipment;;Fahrleitung mit Y-Beiseil;;kontaktledning med Y-upphängning;;kontaktledning med Y-line;;køreledning med ypsilon-ophæng;;;89
ID013311;;;;;;;;;kontaktledningsanlegg med Y-line;;;;;90
;;;;;;;;;;;;;;91
ID087460;ajojohtimen / ajolangan jännite;;catenary voltage;;Fahrdrahtspannung;;kontaktledningsspänning;;elektrisk spenning på kontaktledning;;kørestrømsspænding;;;92
ID087461;ajojohtimen jännite;;contact-line voltage;;elektrische Spannung des Fahrdrahts;;;;spenning på kontaktledningsanlegg;;køreledningsspænding;;;93
ID087462;;;contact wire voltage;;;;;;elektrisk spenning på kontaktledningen;;;;;94
;;;;;;;;;;;;;;95
ID128520;ajojohtimen kannatin;;catenary;50(811) IEC;Längstragseil;50(811) IEC;bärlina;;;;bæretov;;;96
ID128521;;;messenger wire (US);50(811) IEC;;;;;;;;;;97
;;;;;;;;;;;;;;98
ID087470;ajojohtimen kiristys;esim. kiristyspainolla;catenary tension;;mechanische Fahrdrahtspannung;;spänning av kontaktledningen;Med hjälp av t ex motvikter;kontakttrådens mekaniske innspenningskraft;;opspændingskraft;;;99
ID087471;;;;;Fahrdrahtspannung;;;;;;trækspænding i køreledningerne;;;100
ID087472;;;;;mechanische Spannung des Fahrdrahts;;;;;;;;;101
ID087473;;;;;Spannung des Fahrdrahts;;;;;;;;;102
;;;;;;;;;;;;;;103
ID084750;ajojohtimen ripustus;;catenary suspension;;Kettenaufhängung;;kontaktledningsupphängning;;oppheng av kontaktledning;;ophængning af køretråd;;;104
;;;;;;;;;opphenging av kontaktledning;;ophængning af køreledning;;;105
;;;;;;;;;;;;;;106
ID084810;ajojohtimen ripustus;;suspension of the overhead contact wire;;Aufhängung der Fahrleitung;;upphängning av kontaktledningen;;kontaktledningsoppheng;;køreledningssystem med bæretov;;;107
ID084751;;;;;;;;;kontaktledningsanlegg med bæreline;;;;;108
;;;;;;;;;;;;;;109
ID098990;ajojohtimen tarkastusvaunu;;Mentor coach;;Fahrleitungsbeobachtungswagen;;vagn för inspektion av kontaktledningen;;revisjonsvogn;;køreledningsrevisionsvogn;;;110
ID098991;;;overhead-line observation coach;;Oberleitungsrevisionswagen;;;;;;køreledningstrolje med platform på taget;;;111
ID098992;;;"""Mentor"" coach";mobile electrical network testing observation and recording coach;Turmtriebwagen;;;;;;;;;112
;;;;;;;;;;;;;;113
ID103680;ajolangan dynaaminen asema;;dynamic contact wire position;;dynamische Fahrdrahtlage;;dynamiskt kontaktledningsläge;;dynamisk kontakttrådposisjon;;dynamisk køretrådshøjde;;;114
ID103681;;;;;;;;;dynamisk posisjon av kontakttråd;;dynamisk køretrådshøjdeprofil;;;115
;;;;;;;;;;;;;;116
ID103250;ajolangan keskiankkurointi;;contact wire mid-point anchor;;Fahrdrahtverankerung;;kontakttrådsförankring;Kontaktledning;fikspunkt for kontakttråd;;fixpunkt;;;117
ID103251;;;;;;;;;avspenning av kontakttråd;;;;;118
ID103252;;;;;;;;;;;;;;119
;;;;;;;;;;;;;;120
ID044900;ajolangan korkeus;kiskon yläpinnasta;contact wire height;;Fahrdrahthöhe über Schienenoberkante;;kontaktledningens höjd över räls överkant;;kontakttrådhøyde over skinneoverkant;;køretrådshøjde;;;121
ID044901;;;;;Fahrdrahthöhe;;;;;;;;;122
;;;;;;;;;;;;;;123
ID010570;ajolangan ohjain;;steady arm;50(811) IEC;Seitenhalter;50(811) IEC;tillsatsrör;Till utliggarens horisontalrör.;lett direksjonsstag;;sideholderrør;;;124
ID010571;;;;;Fahrdraht-Seitenhalter;;;;;;;;;125
;;;;;;;;;;;;;;126
ID061990;ajolangan pituuskaltevuus;;contact wire gradient;;Fahrdrahtrampe;;kontaktledningslutning;;rampe med stigning eller fall for kontakttråden;;gradient;;;127
ID061991;;;;;Fahrdrahtanlauf;;;;;;køretrådsrampe;;;128
;;;;;;;;;;;;;;129
ID025980;ajolangan siksak;;staggering of the contact wire;;Fahrdrahtzickzack;;sicksack;;sikksakk på kontakttråden;;siksak;;;130
ID025981;;;stagger;50(811) IEC;Zick-zack;Fahrleitung, 50(811) IEC;;;kontakttrådens sikksakk;;;;;131
ID025982;;;;;Seitenverschiebung;50(811) IEC;;;;;;;;132
;;;;;;;;;;;;;;133
ID037650;ajolanka;;contact wire;50(811) IEC;Fahrdraht;50(811) IEC;kontakttråd;;kontakttråd;;køretråd;;;134
ID037651;;;trolley wire (US);50(811) IEC;;;;;;;;;;135
;;;;;;;;;;;;;;136
ID087460;ajolanka: ajojohtimen / ajolangan jännite;;catenary voltage;;Fahrdrahtspannung;;kontaktledningsspänning;;elektrisk spenning på kontaktledning;;kørestrømsspænding;;;137
ID087461;ajojohtimen jännite;;contact-line voltage;;elektrische Spannung des Fahrdrahts;;;;spenning på kontaktledningsanlegg;;køreledningsspænding;;;138
ID087462;;;contact wire voltage;;;;;;;;;;;139
;;;;;;;;;;;;;;140
ID037670;ajolanka: automaattisesti kiristetty ajolanka;painokiristys tai hydraulinen kiristys;tension-regulated contact wire;;nachgespannter Fahrdraht;;spännviktsförsedd kontaktledning;;automatisk bevegelig avspent kontakttråd;;efterspændt køreledning;;;141
ID037671;;;automatically tensioned contact wire;i.e. weight-tensioned, unless some other means is used;;;avspänd kontaktledning;Försedd med spännverk;vektinnspent kontakttråd;;efterspændt køretråd;;;142
ID037672;;;;;;;;;loddavspent kontakttråd;;;;;143
;;;;;;;;;;;;;;144
ID103150;ajolanka: kaksoisajolanka;;twin contact wires;;Doppelfahrdraht;;dubbel kontakttråd;Kontaktledning;dobbel kontakttråd;;dobbelt køretråd;;;145
;;;;;;;;;;;;;;146
ID103130;ajolanka: uritettu ajolanka;;grooved contact wire;;Rillenfahrdraht;;kilprofiltråd;Kontaktledning;kontakttråd med rilleprofil;;køretråd med rilleprofil;;;147
ID103131;;;;;;;;;kontakttråd med riller;;;;;148
;;;;;;;;;;;;;;149
ID146550;ajolupa;ERTMS-termi;Movement Authority;MA;Fahrerlaubnis ;;tekniskt körtillstånd;;;;;;;150
;;;;;;;;;;;;;;151
ID057760;ajomoottori;;traction motor;50(811) IEC;Antriebsmotor;;traktionsmotor;;traksjonsmotor;;drivmotor;;;152
ID057761;;;;;Fahrmotor;50(811) IEC;;;;;banemotor;;;153
;;;;;;;;;;;;;;154
ID079650;ajosuunta;kulkusuunta;direction of traffic;;Fahrrichtung;;färdriktning;;kjøreretning;;køreretning;;;155
ID079651;kulkusuunta;;facing the engine;;Fahrtrichtung;;körriktning (FI);Finlandsvenska;;;kørselsretning;;;156
;;;;;;;;;;;;;;157
ID021940;ajovirta: sähköradan ajovirta;;traction current;;Bahnstrom;;kontaktledningsström;;kjørestrøm;;kørestrøm;;;158
ID021941;;;;;Fahrstrom;;;;;;;;;159
;;;;;;;;;;;;;;160
ID008990;akselinlaskentasuojastus;;axle counter block;;Blocksystem mit Achszählern;;linjeblockering med axelräknare;;linjeblokk med akseltellere;;akseltællerblok;;;161
;;;;;;;;;;;;;;162
ID018860;akselinlaskija;;axle counter;50(821) IEC;Achszähleinrichtung;;axelräknare;;akselteller;;akseltæller;;;163
ID018861;;;wheel-counting apparatus;;Achszähler;50(821) IEC;;;;;;;;164
ID018862;;;wheel-counting device;;;;;;;;;;;165
;;;;;;;;;;;;;;166
ID054800;akselipaino;;axle load;50(811) IEC;Achsfahrmasse;Dieser Term wurde von der UIC gewählt, um die Bezeichnung Achslast, die noch häufig verwendet wird und in kN angegeben werden sollte, zu ersetzen.;axellast;;aksellast;;aksellast;;;167
ID054801;;;weight per axle;;Achslast;;;;akseltrykk;;akseltryk;;;168
ID054802;;;mass per axle;This term was choosen by the UIC in order to replace the term load per axle which is still used and should be expressed in kN.;Radsatzlast;50(811) IEC;;;;;;;;169
ID054803;;;load per axle;;Radsatzfahrmasse;;;;;;;;;170
;;;;;;;;;;;;;;171
ID014450;akselipaino: suurin sallittu akselipaino;;maximum load per axle;;höchstzulässiger Achsdruck;;största tillåtna axellast;;største tillatte aksellast;;højst tilladte akseltryk;;;172
ID014451;;;maximum admissible axle load;;höchstzulässiger Radsatzdruck;;;;;;;;;173
ID014452;;;maximum axle load;;maximaler Achsdruck;;;;;;;;;174
ID014453;;;;;maximaler Radsatzdruck;;;;;;;;;175
;;;;;;;;;;;;;;176
ID033420;akseliväli;;wheel-base;;Achsabstand;;axelavstånd;;akselavstand;;akselafstand;;;177
ID033421;;;;;Radsatzabstand;;hjulbas;Felaktigt om järnvägsfordon;;;;;;178
;;;;;;;;;;;;;;179
ID036410;alapinta: ratapölkyn alapinta;;underneath surface of the sleeper;;Schwellenunterfläche;;sliperundersida;;underside av sville;;svelleunderside;;;180
ID036411;;;underside of the sleeper;;untere Fläche der Schwelle;;;;;;;;;181
;;;;;;;;;;;;;;182
ID087220;alaslaskuaika;virroittimen;lowering time;pantograph;Senkzeit;Stromabnehmer;nedfällningstid;För strömavtagare;nedsenkningstid;;nedsænkningstid;Strømaftager;;183
ID087221;;;;;;;;;senketid;;;;;184
;;;;;;;;;;;;;;185
ID102570;alavarsi;virroittimen;main arm;;Hauptarm;;undresaxben;Strömavtagare;nedre saksearm;:Strømavtaker;hovedarm;;;186
ID102571;;;lower arm;;;;;;;;;;;187
;;;;;;;;;;;;;;188
ID065270;alikulkusilta;;railway bridge;;Eisenbahnbrücke;;underfart;;jernbanebru;;jernbanebro;;;189
ID065271;;;underpass;;Unterführung;;;;;;underføring;;;190
ID065272;;;;;;;;;;;;;;191
;;;;;;;;;;;;;;192
ID079410;aluslevy;kiskolle;baseplate;;Schienenunterlagsplatte;;underläggsplatta;För räl;underlagsplate;;underlagsplade;;;193
ID079411;;;rail-bearing plate;;Unterlagsplatte;;;;;;;;;194
ID079412;;;bearing plate;;;;;;;;;;;195
;;;;;;;;;;;;;;199
ID079430;aluslevy: kallistettu aluslevy;;inclined baseplate;;Unterlagsplatte mit Neigung;;lutande underläggsplatta;;underlagsplate med helning;;underlagsplade med hældning;;;200
ID079431;;;;;;;;;;;;;;201
;;;;;;;;;;;;;;206
ID046150;alusrakenne: raiteen alusrakenne;;substructure;;Gleisunterbau;;spårunderbyggnad;;sporets underbygning;;sporets underbygning;;;207
ID046151;;;track infrastructure;;Unterbau des Gleises;;;;;;underbygning;;;208
;;;;;;;;;;;;;;209
ID027400;ankkuri: kiskoankkuri;;rail-anchoring device;;Schienenanker;;rälsvandringshinder;;skinnestopper;;vandreklemme;;;210
ID027401;;;;;Wanderschutzmittel;;;;;;;;;211
;;;;;;;;;;;;;;212
ID003130;ankkurointi: raiteen ankkurointi;;anchoring of the track;;Gleisverankerung;;rälsförankring;;sporforankring;;sporforankring;;;213
ID003131;;;;;Verankerung des Gleises;;räls förankring av;;;;sporbefæstelse;;;214
;;;;;;;;;;;;;;215
ID020540;apukärki: risteyksen apukärki;koottu risteys;splice rail;built-up crossing;Beispitze;gebautes Herzstück;moträl, skyddsräl;;sidesporskinne;;hjertespids  (removed 10.2.2016);"Krydsning. Der er tale om ""benene"" af hjertespidsen, ikke / ""hovedet"".";;216
ID020541;;;;;;;bakre spetsräl;;;;hjertespidsskinne;;;217
;;;;;;;;;;;;;;218
ID052390;apuveturi;;emergency locomotive;;Hilfslokomotive;;hjälplok;;hjelpelokomotiv;;hjælpelokomotiv;;;219
ID052391;;;relief locomotive;;;;;;;;;;;220
;;;;;;;;;;;;;;221
ID103680;asema: ajolangan dynaaminen asema;;dynamic contact wire position;;dynamische Fahrdrahtlage;;dynamiskt kontaktledningsläge;;dynamisk kontakttrådposisjon;;dynamisk køretrådshøjde;;;222
ID103681;;;;;;;;;dynamisk posisjon av kontakttråd;;dynamisk køretrådshøjdeprofil;;;223
;;;;;;;;;;;;;;224
ID042410;asema: henkilöliikenneasema;;passenger station;;Personenbahnhof;;personstation;;stasjon med passasjertrafikk;;station med passagertrafik;;;225
ID042411;;;;;;;personbangård;;;;;;;226
;;;;;;;;;;;;;;227
ID042310;asema: junan pääteasema;;terminal station;;Endbahnhof;;ändstation;Slutstation för tåg men inte nödvändigtvis för linje;endestasjon;;endestation;;;228
ID042311;;;terminus;;;;slutstation;För tåg;;;;;;229
;;;;;;;;;;;;;;233
ID041920;asema: junanmuodostusasema;;formation yard;;Zugbildungsbahnhof;;tågbildningsstation;;stasjon for togsammensetting;;oprangeringsstation;;;234
ID041921;;;make-up yard (US);;;;;;;;;;;235
;;;;;;;;;;;;;;236
ID041720;asema: kohtausasema;;station with passing loop;;Kreuzungsbahnhof;;mötesstation;;kryssestasjon;;krydsningsstation;;;237
;;;;;;;;;;;;;;238
ID041770;asema: ohitusasema;;overtaking station;;Überholungsbahnhof;;förbigångsstation;;forbikjøringsstasjon;;overhalingsstation;;;239
ID041771;;;passing point (US);;;;;;;;;;;240
ID041772;;;passing station;;;;;;;;;;;241
;;;;;;;;;;;;;;242
ID041730;asema: pussiasema;;terminus;;Kopfbahnhof;;säckstation;Där inga genomgående spår finns;sekkestasjon;;sækstation;;;243
ID041731;;;;;;;;;;;;;;244
;;;;;;;;;;;;;;245
ID041610;asema: päärautatieasema;;central station;;Hauptbahnhof;Hbf, HB;centralstation;I samband med namnet oftast C ex: Stockholm C;sentralstasjon;i Norge kun brukt ifm Oslo S;hovedbanegård;;;246
ID041611;;;main station;;Hbf;Hauptbahnhof;;;;;;;;247
ID041612;;;;;HB;Hauptbahnhof;;;;;;;;248
;;;;;;;;;;;;;;249
ID087880;asema: radan pääteasema;;railhead;;Endbahnhof;einer Strecke;slutstation;För en linje;banens endepunkt;;slutstation;På en strækning;;250
;;;;;;;;;;;;;;251
ID041930;asema: raja-asema;;frontier station (US);;Grenzbahnhof;;gränsstation;;grensestasjon;;grænsestation;;;252
ID041931;;;border station (US);;;;;;;;;;;253
;;;;;;;;;;;;;;254
ID041500;asema;rautatieasema, liikennepaikka;station;;Bahnhof;;station;;stasjon;;station;;;255
ID041501;asema: rautatieasema;;yard;;;;;;;;banegård;;;256
;;;;;;;;;;;;;;257
ID083500;asema: syöttöasema;;substation;traction, 50(811) IEC ;Unterwerk;Uw;omformarstation;;understasjon;;understation;;;258
ID083501;;;;;Uw;Unterwerk;;;matestasjon;;fødestation;;;259
ID083502;;;;;Bahnunterwerk;50(811) IEC ;;;;;fordelingsstation;;;260
;;;;;;;;;;;;;;261
ID042010;tavararatapiha;;freight station;;Güterbahnhof;;godsbangård;;godsterminal;;godsterminal;;;262
ID042011;asema: tavaraliikenneasema;;goods yard;;;;;;;;godsbanegård;;;263
;;;;;;;;;;;;;;264
ID041710;asema: vaihtoasema;;connecting station;;Anschlussbahnhof;;anslutningsstation;;tilslutningsstasjon;;tilslutningsstation;;;265
ID041711;;;;;;;;;;;;;;266
;;;;;;;;;;;;;;267
ID041990;asema: yhdistettyjen kuljetusten asema;;intermodal station;;Umschlagsbahnhof für kombinierten Verkehr;;station för kombitrafik;;stasjon for kombitrafikk;;omlæsningsstation for kombineret trafik;;;268
ID041991;;;multimodal station;;Umschlagsbahnhof für verschiedene Verkehrstechniken;;kombiterminal;;;;terminal for kombineret trafik;;;269
ID041992;;;;;Umschlagsbahnhof für den kombinierter Verkehr;;;;;;;;;270
;;;;;;;;;;;;;;272
ID044620;aseman laiturialueen katos;;overall roof of a station;;Bahnsteighalle;;plattformsöverbyggnad;I halliknande form;plattformsoverbygning;;perronbygning;;;273
ID044621;;;overall span of a station;;;;;;;;;;;274
;;;;;;;;;;;;;;275
ID015470;asemapäällikkö;;station manager;passengers;Dienststellenleiter eines Bahnhofs;;stationschef;;stasjonsleder;;stationschef;;;276
ID015471;;;stationmaster;;Bahnhofsvorsteher;;stationsinspektor;;;;stationsforstander;;;277
ID015472;;;yardmaster;freight;Bahnhofsvorstand (CH);;stins;;;;stationsleder;;;278
ID015473;;;;;Leiter eines Bahnhofs;;;;;;;;;279
;;;;;;;;;;;;;;280
ID010850;asemaravintola;;station buffet;;Bahnhofsrestaurant;;järnvägsrestaurang;;jernbanerestaurant;;banegårdsrestaurant;;;281
ID010851;;;;;Bahnhofsgaststätte;;järnvägscafeteria;;;;;;;282
ID010852;;;;;Bahnhofsbuffet (CH);;;;;;;;;283
;;;;;;;;;;;;;;284
ID061340;laituritunneli;;subway;access to platforms;Bahnsteigtunnel;;gångtunnel;Mellan plattformar;undergang;;perrontunnel;;;285
ID061341;asematunneli;laitureille johtava;;;Unterführung;;;;;;;;;286
;;;;;;;;;;;;;;287
ID066410;asento: aja-asento;opastimen;open position;of a signal / 50(821) IEC;Fahrtstellung;eines Signals / 50(821) IEC;körställning;Signal i...;åpen stilling;;kør-stilling;;;288
;;;;;;;;;;;;;;289
ID066460;asento: opastimen asento;;position of a signal;;Signalstellung;;signalställning;;signalbilde;;signalbegreb;;;290
ID066461;opasteen näyttö;;;;;;;;;;signalstilling;;;291
ID066462;;;;;;;;;;;signalbillede;;;292
;;;;;;;;;;;;;;293
ID066280;asento: seis-käsite / seis-asento;opastimen;stop position;signal;Haltbegriff;;stopp;Signals läge;stoppstilling;;"stilling ""stop""";;;294
ID066281;;;;;Haltstellung;;stoppläge;;;;;;;295
;;;;;;;;;;;;;;296
ID145590;asetinlaite;;interlocking ;;Stellwerk ;;förregling;;;;;;;297
;;;;;;;;;;;;;;298
ID067130;asetinlaite: mekaaninen asetinlaite;;mechanical interlocking cabin;;mechanisches Stellwerk;;mekaniskt ställverk;;mekanisk stillverk;;mekanisk sikringsanlæg;;;299
;;;;;;;;;;;;;;300
ID067300;asetinlaite: releasetinlaite;;all-relay interlocking box;;Relaisstellwerk;50(821) IEC;reläställverk;;relésikringsanlegg;;relæsikringsanlæg;;;301
ID067301;;;all-relay interlocking;50(821) IEC;;;;;;;;;;302
;;;;;;;;;;;;;;303
ID067310;asetinlaite: releryhmäasetinlaite;;all-relay interlocking with geographical circuitry;;Spurplanstellwerk;50(821) IEC;geografiskt reläställverk;;geografisk relésikringsanlegg (med sporplan);;geografisk relæsikringskabelanlæg;;;304
ID067311;;;geographical circuit interlocking;50(821) IEC;;;;;;;;;;305
ID067312;;;;;;;;;;;;;;306
ID067313;;;;;;;;;;;;;;307
ID067314;;;;;;;;;;;;;;308
;;;;;;;;;;;;;;309
ID066530;asetinlaite: tietokoneasetinlaite;elektroninen asetinlaite;computerized signal box (GB);;Rechnerstellwerk;;datoriserat ställverk;;databasert sikringsanlegg;;datamatbaseret signalanlæg;;;310
ID066531;;;computerized signal-box;;;;datorställverk;;;;computerstyret sikringsanlæg;;;311
ID066532;;;;;;;;;;;fuldelektronisk sikringsanlæg;FUSI;;312
;;;;;;;;;;;;;;313
ID055670;asettaa opastin aja-asentoon;;clear a signal;;ein Signal auf Fahrt stellen;;sätta en signal på kör;;sette signal i kjør;;"stille et signal på ""kør""";;;314
ID055671;;;pull off a signal;;;;;;;;"sætte et signal på ""kør""";;;315
;;;;;;;;;;;;;;316
